SpT,PS1gmag,PS1rmag,PS1imag,PS1zmag,PS1ymag,Jmag,Hmag,Ksmag,W1mag,W2mag,W3mag,W4mag,label
L1:,,,21.39,19.76,18.76,16.94,16.17,15.4,15.2,14.98,13.01,9.32,true
L3,,,21.74,20.26,19.22,16.61,16.22,14.92,14.62,14.3,13.05,9.44,true
L0.5,,20.8,18.41,16.99,16.01,14.02,13.19,12.66,12.34,12.11,12.11,9.16,true
L1:,,,,20.23,19.28,,,,15.92,15.54,12.67,9.27,true
L5,,,22.42,20.66,19.61,,,,15.21,14.93,12.81,9.17,true
L6,,,20.76,18.95,17.89,15.89,14.51,13.94,13.27,12.94,12.36,9.18,true
L0,,23.25,20.86,19.38,18.39,16.42,15.97,15.15,14.92,14.57,12.3,8.95,true
L0,,,19.95,18.46,17.52,15.77,15.0,14.58,14.23,13.93,12.87,9.1,true
L2:,,,,20.71,19.71,,,,15.95,15.62,12.69,9.18,true
L4:,,21.66,19.61,17.84,16.8,14.56,13.43,12.68,11.91,11.5,10.83,8.81,true
L0,,22.21,19.82,18.32,17.3,15.31,14.47,14.03,13.67,13.4,12.32,9.25,true
T5pec,,,,21.47,19.99,17.96,17.32,16.64,17.07,14.86,12.74,9.39,true
L0,,,20.67,19.19,18.45,16.88,16.46,15.83,15.64,15.42,12.46,9.32,true
L0,,22.58,19.9,18.46,17.58,15.82,15.0,14.31,14.18,13.93,12.58,9.2,true
L0,,,20.57,19.11,18.23,16.33,15.88,15.4,15.0,14.62,12.4,8.81,true
L0,23.1,21.27,18.74,17.27,16.29,14.46,13.72,13.35,12.86,12.51,11.79,9.02,true
L0,,,20.58,19.15,18.29,16.52,15.84,15.23,15.04,14.81,12.72,9.09,true
L0,,21.95,19.66,18.16,17.24,15.42,14.77,14.25,14.0,13.62,12.32,8.9,true
L2.9,,,20.15,18.65,17.65,15.52,14.85,14.34,13.92,13.62,12.44,9.46,true
L0,,,,21.28,20.15,,,,16.01,15.86,12.48,8.83,true
L0,,21.7,19.21,17.58,16.66,14.92,14.36,14.08,13.6,13.32,12.54,9.57,true
L1,,21.72,19.66,18.09,17.09,15.07,14.4,13.89,13.5,13.16,12.54,9.2,true
L1,,21.57,19.68,18.21,17.21,15.14,14.53,13.87,13.42,13.15,12.48,9.36,true
L2,,,22.05,20.71,19.77,,,,15.58,15.14,12.44,9.15,true
L3,,22.63,20.55,19.07,18.12,16.28,15.2,14.6,14.17,13.9,12.33,8.59,true
L2.5,,,20.48,19.02,18.09,16.01,15.05,14.36,13.88,13.59,12.43,9.32,true
T7,,,,,19.73,16.83,16.64,16.7,16.66,14.42,13.07,9.52,true
T7.5,,,,19.83,17.98,15.32,15.27,15.24,14.93,12.13,10.78,9.05,true
T7,,,,21.89,20.04,,,,16.62,14.65,12.64,9.27,true
T2,,,,21.96,20.9,,,,15.94,15.21,12.36,9.29,true
L7,,,22.77,21.18,19.87,17.12,16.26,15.24,,,,,true
L4.5,,,20.99,19.29,18.31,16.08,14.95,14.26,13.53,13.16,11.94,9.29,true
L0,,,20.71,19.21,18.27,16.47,15.54,15.28,14.97,14.73,13.03,9.01,true
L1,,,20.78,19.16,18.25,16.35,16.08,15.39,14.99,14.85,12.95,9.57,true
L2,,,20.62,19.15,18.22,16.3,15.4,14.79,14.51,14.25,12.68,9.35,true
T5,,,21.69,18.2,16.46,13.94,13.86,13.96,13.44,11.72,10.71,9.36,true
T7,,,,21.02,19.38,17.03,16.91,17.02,16.22,14.06,12.6,9.41,true
T6:pec,,,,,19.4,,,,16.0,14.23,12.23,9.25,true
T1.5,,,,19.41,18.02,15.83,15.24,15.06,14.04,13.26,11.92,8.46,true
L2:,,,22.21,20.8,19.6,,,,15.71,15.64,12.9,9.37,true
L0,22.28,20.82,18.32,17.11,16.39,14.76,14.16,13.77,13.52,13.3,12.63,9.59,true
T6,,,,18.14,16.31,14.33,14.15,14.05,13.4,11.28,10.19,8.86,true
L3,,20.27,18.02,16.49,15.51,13.37,12.38,11.74,11.19,10.87,10.49,8.94,true
L5,,19.95,17.87,16.0,14.97,12.83,11.9,11.31,10.67,10.37,9.69,8.41,true
L2,,,22.07,20.61,19.74,17.35,16.03,15.36,14.6,14.21,12.62,9.25,true
L5.8,,,21.44,19.7,18.69,16.6,15.47,14.7,13.96,13.61,13.09,9.15,true
T2,,,21.62,19.75,18.47,16.02,14.96,14.54,13.67,13.22,12.83,9.27,true
L1,,,20.74,19.26,18.27,16.29,15.62,14.95,14.62,14.31,13.2,9.61,true
L0,,,21.89,20.55,19.52,,,,15.97,15.65,11.96,8.69,true
L3,,21.8,19.4,18.03,17.12,15.04,14.05,13.41,12.97,12.73,12.28,8.91,true
L8,,,22.38,20.57,19.39,17.08,16.15,15.22,14.39,13.86,12.63,9.63,true
L1,,,21.46,19.86,18.88,16.74,15.92,15.29,15.16,14.98,12.41,8.99,true
L1:,,,21.68,19.87,18.74,16.79,15.95,15.31,14.82,14.22,11.83,8.9,true
L6,,21.47,19.37,17.12,16.14,14.11,13.1,12.5,11.73,11.33,10.46,9.09,true
L7.5:,,,,19.81,18.82,16.58,15.64,14.76,13.99,13.52,12.5,9.56,true
L1,,22.92,20.63,19.16,18.16,16.27,15.17,14.65,14.41,14.14,13.16,9.51,true
L0,,22.51,20.25,18.83,17.89,16.22,15.57,14.96,14.8,14.43,12.89,8.78,true
T0:,,,,20.24,19.17,17.23,16.0,15.43,14.65,14.09,12.38,9.33,true
T0.5:,,,,20.49,19.21,16.85,15.87,15.08,14.14,13.4,12.09,9.42,true
L5:,,,,20.65,19.57,,,,15.67,15.43,13.05,9.17,true
L0:,,,21.7,20.19,18.97,16.46,15.98,15.18,14.73,14.37,12.34,8.98,true
T2.5,,,,22.06,20.64,,,,,,,,true
L5,,,,20.57,19.63,,,,14.81,14.55,12.68,9.28,true
T0:,,,21.44,18.81,17.65,15.54,14.58,14.0,13.44,12.92,12.0,9.17,true
T3,,,,20.31,18.61,16.4,15.58,15.35,14.91,13.94,12.23,9.15,true
T6.5pec,,,,,20.88,,,,17.66,14.39,12.88,9.41,true
L2.5,,20.95,18.4,16.9,15.99,14.2,13.42,12.9,12.31,11.97,11.58,8.56,true
L0,,22.81,20.46,18.94,17.96,16.09,15.15,14.82,14.18,13.94,12.57,9.31,true
L8,,,21.5,19.35,18.31,16.06,14.93,14.35,13.55,13.03,11.91,9.04,true
T2:,,,,20.89,19.59,,,,15.26,14.54,12.34,9.05,true
T2.5,,,,,20.25,,,,16.84,15.95,12.51,9.11,true
L1,,22.16,19.76,18.28,17.31,15.51,14.61,14.02,13.74,13.5,13.15,9.47,true
L6.5:,,,22.01,20.37,19.34,17.06,15.83,15.55,14.94,14.54,12.82,9.5,true
L7,,,20.67,18.57,17.58,15.59,14.5,13.92,13.17,12.82,12.3,9.4,true
L1,,,20.27,18.85,17.87,15.92,15.45,14.47,14.15,14.03,12.49,9.3,true
T4,,,,21.98,20.57,,,,18.28,16.31,12.75,9.21,true
L0:VL-G,,,20.73,19.1,18.06,15.96,15.21,14.62,14.18,13.79,12.55,8.99,true
L0:VL-G,,,20.4,18.81,17.71,15.77,14.83,14.33,13.88,13.43,11.79,8.35,true
L0:,,,20.33,18.86,17.9,16.33,15.34,14.72,14.54,14.26,13.23,9.62,true
L0,22.92,21.53,19.2,17.74,16.81,15.05,14.31,13.74,13.46,13.17,13.02,9.15,true
L0,,22.58,20.18,18.75,17.74,16.05,15.06,14.4,14.15,13.93,12.28,9.06,true
L1,,22.45,20.02,18.7,17.8,15.58,14.54,13.8,13.29,12.89,12.17,9.18,true
L0,,,20.76,19.28,18.35,,,,15.21,14.99,12.96,9.54,true
L4::,,,21.4,19.71,18.69,16.39,15.75,15.87,15.03,14.65,12.82,8.91,true
L4,,,22.32,20.56,19.55,17.37,16.02,15.64,15.18,14.9,12.22,8.47,true
L1,,,20.75,19.08,18.13,16.12,15.33,14.9,14.44,14.19,12.99,9.46,true
L4.5,,,,20.97,19.82,,,,15.42,14.89,12.14,8.59,true
L0,,,21.47,19.97,19.06,16.92,16.42,15.6,15.58,15.36,12.76,9.04,true
T3.5,,,,20.74,19.28,16.75,16.08,16.41,15.39,14.41,12.42,9.56,true
T5.5,,,,19.01,17.29,14.9,14.87,14.84,14.0,12.61,11.62,8.4,true
L4:,,,20.45,18.53,17.51,15.33,14.3,13.83,12.97,12.64,12.33,8.72,true
L0,,22.92,20.22,18.8,17.88,16.13,15.46,15.05,14.72,14.5,13.15,9.27,true
L4gamma,,,20.96,19.31,18.33,15.93,14.85,14.0,13.18,12.7,11.57,8.97,true
L1,,21.39,19.09,17.56,16.57,14.6,13.71,13.2,12.92,12.63,12.16,9.47,true
L4:,,21.06,18.76,17.05,15.98,13.92,13.06,12.58,12.01,11.75,11.68,8.59,true
L9:,,,,19.47,18.39,16.56,15.35,14.74,13.98,13.63,12.16,9.57,true
L4:,,,21.59,19.78,18.78,16.8,15.67,15.05,14.47,14.16,12.53,8.59,true
L0,,22.84,20.71,19.22,18.48,16.66,16.42,15.7,15.55,15.36,12.81,9.7,true
L4,,,22.63,20.68,19.73,17.13,15.95,15.19,15.31,14.96,12.66,9.23,true
L7,,,21.65,19.89,18.9,16.71,15.98,15.41,15.09,14.97,12.08,8.98,true
L1,,,21.88,20.55,19.66,,,,,,,,true
L0,,22.72,20.31,18.75,17.82,15.96,15.26,14.95,14.38,14.22,12.28,8.91,true
T5:,,,,20.76,19.07,16.51,15.98,16.34,16.03,14.47,11.84,8.32,true
L4:,,,,20.74,19.78,,,,15.56,15.42,12.5,8.72,true
L4,,,20.85,19.23,18.28,16.37,15.6,15.28,14.7,14.4,12.33,8.43,true
L7.5,,,,20.19,19.24,16.83,16.0,15.43,14.6,14.18,12.59,9.36,true
T2.5:,,,,19.76,18.1,15.9,15.14,14.9,14.54,13.52,12.27,9.71,true
L0,,21.89,19.82,18.44,17.45,15.71,14.81,14.19,13.93,13.66,12.52,8.88,true
L1,,,20.08,18.47,17.51,15.76,15.07,14.71,14.3,13.98,12.71,9.55,true
T5.5,,,,21.96,,,,,16.88,15.89,12.36,8.92,true
L0,,22.15,20.13,18.72,17.83,16.03,15.13,14.42,13.69,13.03,12.04,9.04,true
L2,,22.72,20.41,19.04,18.09,16.08,15.07,14.27,13.99,13.65,12.19,8.84,true
L5,,,21.43,19.27,18.22,16.1,15.14,14.46,13.8,13.47,12.77,9.31,true
L0,,22.21,20.05,18.63,17.68,15.94,14.93,14.45,14.18,13.97,12.7,9.07,true
L2:,,20.53,18.13,16.68,15.74,13.89,13.1,12.64,12.28,11.99,11.47,9.1,true
L3,,,20.82,19.31,18.33,16.49,15.52,15.17,14.84,14.54,12.95,9.87,true
L0,,,20.58,19.2,18.27,16.26,15.7,15.2,14.79,14.52,13.37,9.74,true
L0,,22.8,20.72,19.24,18.3,16.25,15.32,15.07,,,,,true
L2:,,21.78,19.53,18.09,17.07,14.78,13.8,13.26,12.66,12.34,12.14,8.54,true
L3,,21.94,19.57,18.1,17.09,15.13,14.2,13.63,13.01,12.68,11.8,9.08,true
L0,,21.35,19.22,17.78,16.84,14.86,14.04,13.5,13.18,12.95,12.48,9.42,true
L4gamma,,,21.27,19.78,18.76,16.32,15.11,14.31,13.61,13.13,12.03,9.01,true
L0,,23.09,20.96,19.51,18.53,16.78,15.91,15.63,14.9,14.56,12.57,8.8,true
L0,,,19.95,18.44,17.6,15.99,15.4,15.01,14.71,14.33,12.36,8.92,true
L9:pec,,,,20.52,19.51,17.5,16.08,15.53,14.98,14.43,13.27,9.79,true
L0beta,,20.4,18.11,16.61,15.57,13.48,12.61,12.02,11.55,11.2,10.62,8.87,true
T7,,,,20.17,18.44,15.83,15.94,15.51,15.29,13.03,12.06,8.82,true
L5.5,,,,19.96,18.85,16.7,15.34,14.68,13.8,13.3,12.25,8.97,true
L1,,19.52,17.0,15.43,14.45,12.56,11.98,11.44,11.14,10.87,10.52,8.35,true
L0,,21.54,19.26,17.83,16.87,14.95,14.23,13.82,13.45,13.18,12.24,8.89,true
L0,,21.56,19.14,17.65,16.64,14.67,13.87,13.35,12.9,12.6,12.08,8.52,true
L0:VL-G,,,20.98,19.26,18.24,16.3,15.35,15.0,14.43,13.94,12.26,8.41,true
L1.5,,22.42,20.43,18.93,17.94,16.05,15.11,14.68,14.12,13.81,11.93,8.81,true
L5,,,22.1,20.33,19.21,17.33,16.3,15.66,14.77,14.52,13.12,9.16,true
L1,,,20.74,19.28,18.24,16.27,15.48,15.13,14.77,14.42,12.75,8.58,true
T2,,,,20.92,19.75,,,,16.01,15.1,12.75,9.52,true
L0,,21.61,19.51,18.09,17.16,15.24,14.38,13.82,13.58,13.32,12.3,8.96,true
L2,,21.68,20.57,18.94,17.97,15.97,14.95,14.55,13.93,13.31,11.62,8.31,true
L0,,22.57,20.79,19.23,18.28,16.11,15.54,15.05,14.53,13.99,11.74,8.49,true
L2,,21.61,19.44,17.97,16.96,14.91,14.02,13.43,13.04,12.72,12.21,9.52,true
L0,,,21.56,19.81,18.74,16.75,15.66,15.13,14.46,13.81,11.93,8.72,true
L1,,22.51,19.51,17.93,17.05,15.29,14.52,14.09,13.71,13.39,11.85,8.72,true
L1,,,,20.22,,16.8,16.25,15.42,15.02,14.46,12.04,8.59,true
L0,,,,19.99,18.93,16.95,15.87,15.84,15.1,14.74,12.38,9.1,true
L0,,22.26,19.87,18.35,17.36,15.42,14.51,13.96,13.54,13.21,12.29,8.96,true
L0,,,20.94,19.26,18.18,16.16,15.41,14.78,14.33,13.98,11.94,8.85,true
L1,,,20.03,18.43,17.47,15.48,14.78,14.21,13.77,13.18,12.12,8.68,true
L2,,,21.41,20.0,18.97,17.19,16.25,15.62,14.85,14.54,12.67,8.93,true
L2,,,,21.44,20.23,,,,,,,,true
L0,,,21.3,19.86,18.97,17.02,16.53,15.83,15.77,15.75,12.51,8.9,true
T1,,,,20.55,19.3,,,,15.44,14.55,12.01,8.86,true
L0,,,22.09,20.36,19.59,17.24,16.38,15.4,15.2,14.53,12.43,8.3,true
L1,,,21.8,21.27,19.06,16.63,15.66,15.0,14.2,13.64,11.97,8.43,true
L0,,,22.5,20.72,19.63,17.16,17.17,15.25,15.5,14.99,12.02,8.77,true
L0,,22.59,20.26,18.78,17.85,15.96,15.23,14.79,14.46,14.21,13.37,9.46,true
L0,,22.39,20.23,18.8,17.92,16.41,15.51,15.13,14.67,14.51,12.05,8.47,true
L5red,,,22.06,20.73,19.55,17.46,16.3,15.54,14.82,14.52,13.2,9.62,true
L2,,23.16,20.85,19.32,18.33,16.23,15.59,14.85,14.62,14.37,12.38,8.86,true
L1,,,21.06,19.29,18.23,16.12,15.32,14.66,14.3,13.88,11.82,8.86,true
L2,,,20.89,19.46,18.51,16.57,15.84,15.01,14.56,14.21,13.44,9.77,true
T6,,,,20.65,19.11,16.35,16.49,15.86,16.14,14.11,12.06,9.06,true
L4gamma,,,21.77,20.08,19.1,16.79,15.33,14.31,13.21,12.63,12.18,9.23,true
L3,,21.44,19.21,17.72,16.71,14.54,13.52,12.94,12.35,12.03,11.43,8.49,true
L0,,22.33,19.87,18.35,17.37,15.4,14.63,14.18,13.77,13.43,13.18,9.78,true
L5::,,,23.01,21.03,19.75,17.26,16.23,15.82,14.8,14.27,11.75,8.99,true
L9(red),,,,20.73,19.77,,,,14.74,14.09,12.13,8.9,true
T8,,,,,20.85,,,,16.94,14.06,12.38,9.22,true
T6,,,,,19.97,,,,17.67,15.87,12.44,9.04,true
L4,,,,20.26,19.21,16.74,15.61,14.75,14.04,13.72,12.83,9.7,true
L0,,,20.55,19.01,17.98,16.15,15.2,14.81,14.46,14.14,12.13,9.03,true
T4.5,,,,21.41,19.62,,,,16.45,15.03,12.09,9.0,true
L0:,,20.82,18.57,17.13,16.17,14.25,13.4,12.92,12.56,12.29,11.85,9.01,true
T2.5,,,,19.59,17.94,15.45,15.02,15.02,14.15,13.12,11.57,8.51,true
L2,,21.17,18.85,17.35,16.39,14.39,13.67,13.19,12.74,12.45,11.78,8.77,true
L0.7,,,21.04,19.37,18.27,16.16,15.36,14.65,14.34,14.03,12.48,8.85,true
L2.5,,21.59,19.67,18.28,17.41,15.28,14.35,13.6,12.84,12.6,11.91,8.86,true
L6,,,,20.38,19.43,17.51,16.3,15.52,14.73,14.34,12.22,8.93,true
L1,,22.91,20.39,18.97,18.18,16.44,15.73,15.54,15.21,14.98,11.95,8.35,true
L0,,22.26,20.28,18.76,17.8,15.86,15.08,14.44,14.01,13.67,13.24,9.22,true
T6,,,,20.75,19.07,16.44,16.05,16.07,16.24,14.16,11.96,8.61,true
L6:,,,21.75,19.86,18.94,16.88,16.15,15.55,14.76,14.56,12.44,8.41,true
L1,,,20.72,19.11,18.12,16.08,15.5,14.97,14.58,14.32,12.7,9.02,true
L3,,,22.06,20.54,19.53,17.35,16.42,15.81,15.1,14.85,12.84,9.33,true
L0,,22.48,20.13,18.64,17.67,15.94,15.13,14.63,14.46,14.2,12.46,8.77,true
L1,,21.62,19.32,17.85,16.92,14.94,14.08,13.56,13.26,12.94,11.94,8.68,true
T6,,,,19.75,18.06,15.49,15.52,15.52,15.16,13.09,12.16,8.99,true
T4.5,,,,21.03,19.28,17.14,16.85,16.98,16.6,14.7,12.62,8.88,true
L0,,21.81,19.69,18.24,17.35,15.62,14.69,14.23,13.93,13.73,12.22,9.27,true
L3,,,20.53,18.81,17.77,15.48,14.59,13.92,13.31,13.02,12.0,8.9,true
T5,,,,,20.78,,,,,,,,true
T6,,,,20.88,19.09,16.72,16.56,17.36,16.2,13.58,12.18,9.09,true
L1,,22.12,20.16,18.71,17.76,15.9,15.0,14.48,14.09,13.85,12.54,9.11,true
L0,,22.08,20.12,18.63,17.66,15.77,15.16,14.66,14.34,13.99,12.9,9.49,true
T7,,,,,19.3,16.46,16.11,15.87,16.27,13.92,11.8,9.12,true
T2,,,,19.04,17.53,15.29,14.49,14.18,13.4,12.51,11.38,8.55,true
T5.5,,,,20.8,19.06,16.4,16.33,16.61,15.98,14.4,12.29,8.98,true
L7:,,,,19.95,18.83,16.63,15.44,14.65,13.83,13.23,12.18,9.37,true
L0::,,22.02,19.51,18.0,16.97,14.87,13.94,13.3,12.88,12.51,11.78,9.14,true
L1,,,20.51,19.1,18.18,16.0,15.25,14.62,14.1,13.77,12.17,8.99,true
L0,,,20.72,19.16,18.18,16.37,15.71,15.11,14.78,14.43,12.32,8.73,true
L1,,,21.29,19.78,18.83,17.3,16.5,16.0,15.16,14.89,12.75,8.39,true
L8,,,21.6,19.07,18.0,15.87,14.61,14.0,13.15,12.62,11.82,9.19,true
T5,,,,20.71,19.18,16.75,16.43,16.63,15.91,14.45,12.49,8.91,true
T1:,,,,21.03,19.32,17.08,16.11,15.75,15.9,15.13,12.81,9.27,true
L1,,21.3,19.01,17.52,16.57,14.65,13.87,13.3,12.89,12.65,12.02,8.91,true
L6,,,21.01,19.16,18.19,16.14,15.17,14.54,13.81,13.44,12.07,8.98,true
L0,,,18.79,17.3,16.31,14.59,13.9,13.42,12.96,12.7,11.82,8.74,true
L1,,22.83,21.34,19.76,18.94,17.0,16.16,15.65,14.95,14.69,12.65,9.19,true
T4.5,,,,20.65,19.04,16.8,16.33,16.01,15.93,14.68,11.87,8.81,true
L1,,,20.91,19.66,19.08,,,,16.33,16.29,12.21,9.06,true
L4,,,21.64,19.76,18.69,16.5,15.42,15.09,14.53,14.25,12.67,8.97,true
L0,,21.43,19.04,17.59,16.71,14.95,14.16,13.84,13.51,13.23,12.66,9.21,true
L0,,22.46,19.81,18.32,17.35,15.39,14.64,14.16,13.81,13.52,12.29,8.62,true
L2,,,20.71,19.35,18.41,16.45,15.45,14.96,14.58,14.32,12.08,8.75,true
L1,,,21.93,20.95,19.48,17.06,16.12,15.47,,,,,true
T3,,,,20.88,19.44,,,,16.55,15.15,12.16,8.93,true
L0,,,20.56,19.03,18.16,16.53,15.69,15.18,14.65,14.46,11.97,8.52,true
L2,,,21.61,20.1,19.1,17.48,16.56,15.97,15.01,14.57,12.62,9.01,true
L1,,22.85,20.6,19.08,18.15,16.22,15.31,14.67,14.48,14.22,11.96,9.19,true
L0,,21.86,19.37,17.9,16.95,15.18,14.45,14.1,13.69,13.4,12.11,9.09,true
L2,,22.09,19.94,18.51,17.56,15.66,14.69,14.18,13.79,13.61,12.16,9.12,true
L1,,22.16,19.82,18.31,17.35,15.47,14.71,14.21,13.94,13.68,12.64,9.17,true
L1.5,21.42,19.17,16.82,15.34,14.38,12.45,11.69,11.15,10.8,10.54,9.9,8.86,true
L3,,22.18,19.73,18.32,17.33,15.19,14.21,13.59,13.05,12.72,12.58,8.95,true
L0,,23.09,20.65,19.16,18.27,16.6,15.72,15.43,15.11,14.82,12.81,8.93,true
L7,,,21.83,19.7,18.77,16.91,15.26,14.61,13.61,13.09,12.09,9.65,true
L0,,22.87,20.3,18.86,17.97,16.28,15.45,15.01,14.66,14.53,12.14,8.59,true
L1,,22.99,20.44,18.97,17.99,16.12,15.38,14.92,14.53,14.39,12.77,9.05,true
L5,,,22.36,20.32,19.31,18.27,16.31,16.18,15.03,14.71,12.41,9.19,true
L2,,22.5,20.23,18.78,17.86,15.82,14.89,14.54,14.02,13.78,12.75,9.36,true
L0,,,20.71,19.31,18.37,16.73,16.22,15.48,14.8,14.58,12.46,8.75,true
L0,,23.26,20.68,19.14,18.3,16.59,15.87,15.4,15.1,14.88,12.54,8.9,true
L3,,21.86,19.5,18.06,17.1,15.09,14.44,14.07,13.42,13.15,12.68,9.54,true
L2,,21.71,19.31,17.87,16.9,15.01,14.18,13.66,13.2,12.96,12.39,9.41,true
L4.5,,,22.17,20.3,19.21,16.95,16.24,15.22,14.51,14.16,12.35,8.87,true
L2,,20.98,18.64,17.15,16.18,14.15,13.34,12.8,12.36,12.04,11.22,8.9,true
L1,,20.02,17.67,16.21,15.27,13.29,12.47,11.92,11.62,11.4,10.84,9.7,true
L6pec,,,19.82,18.27,17.2,15.06,14.18,13.66,13.19,12.81,12.5,9.22,true
L0,,22.06,19.91,18.39,17.47,15.48,14.91,14.57,14.1,13.8,12.24,8.59,true
L1,,,21.12,19.59,18.72,16.89,15.95,15.17,15.28,15.06,12.32,9.17,true
L0,,23.31,20.64,19.27,18.48,16.63,16.46,15.76,15.44,15.18,12.79,8.9,true
L0,,21.74,19.22,17.71,16.78,14.92,14.1,13.65,13.36,13.03,12.48,8.99,true
L0.5,,20.18,17.77,16.28,15.29,13.31,12.55,12.03,11.68,11.42,11.04,7.74,true
L5.0FLD-G,,21.64,19.44,17.69,16.65,14.52,13.62,13.1,12.49,12.23,11.28,8.48,true
L0.5,,21.37,18.85,17.33,16.29,14.29,13.57,13.07,12.64,12.36,12.25,8.92,true
L1(blue),,,20.65,18.99,17.97,15.86,15.25,14.9,14.37,14.05,12.55,9.47,true
L0.5,22.09,20.4,18.24,16.83,15.89,13.97,13.18,12.62,12.28,12.01,11.61,9.07,true
T5:,,,,,19.31,,,,16.13,13.65,12.07,8.87,true
L5red,,23.16,21.6,20.1,19.15,16.92,15.68,14.84,13.79,13.29,12.27,9.22,true
L0,,21.81,19.29,17.83,16.92,15.13,14.54,14.08,13.79,13.49,12.34,8.99,true
L0gamma,,21.46,19.14,17.62,16.59,14.5,13.67,13.06,12.6,12.24,11.72,9.29,true
L6.5,,,22.27,20.26,19.06,17.09,15.8,14.73,14.37,13.84,12.37,8.92,true
L5.0,,,19.94,18.13,16.94,15.0,14.3,13.8,,,,,true
L3.5:,,,21.76,20.32,19.25,16.82,15.96,15.21,14.68,14.32,12.2,8.59,true
L1.5,,21.02,19.0,17.53,16.61,14.74,13.91,13.47,12.67,12.6,11.65,9.07,true
T0pec,,,,19.77,18.5,16.16,15.34,14.78,13.9,13.41,11.99,8.77,true
L0,,23.15,20.41,18.92,17.99,16.23,15.59,14.86,14.68,14.46,12.77,9.33,true
L4,,,21.45,19.89,18.9,16.82,15.83,15.16,14.56,14.22,13.09,9.07,true
L3,,,22.21,20.54,19.6,17.06,16.47,15.9,15.36,15.27,12.75,9.34,true
L4,,22.26,20.15,18.18,17.15,14.95,13.84,13.18,12.55,12.22,11.52,10.27,true
L3,,,21.19,19.74,18.77,,,,15.33,15.18,13.8,9.86,true
T2,,,,,19.68,,,,15.72,15.12,13.77,10.12,true
L3,,20.56,18.3,16.56,15.56,13.63,12.95,12.49,11.95,11.62,11.12,8.72,true
L9,,,,20.0,18.92,16.86,15.83,15.23,14.45,13.89,12.34,9.5,true
T6,,,,20.8,19.23,16.46,16.24,16.12,15.82,14.32,12.46,8.48,true
L0,,22.21,19.66,18.16,17.2,15.37,14.55,14.08,13.59,13.25,12.83,10.19,true
T5,,,,21.5,19.63,,,,16.38,14.99,12.73,8.88,true
L0,,,20.81,19.3,18.34,16.62,15.73,15.53,15.08,14.81,12.83,9.7,true
L1,22.82,21.46,18.63,17.37,16.69,15.16,14.62,14.21,,,,,true
L2pec(blue),,,21.68,20.04,19.04,17.4,16.66,16.2,15.45,15.16,13.77,9.97,true
L3.5gamma,,,20.43,18.97,17.99,15.67,14.47,13.66,13.07,12.67,11.98,9.0,true
L5.5,,,21.59,19.46,18.48,16.69,15.47,14.66,13.9,13.64,12.17,8.72,true
L5:blue,,20.14,18.14,16.36,15.35,13.4,12.66,12.23,,,,,true
L7,,,21.49,19.19,18.11,15.99,14.76,13.91,13.1,12.64,11.74,9.66,true
L1,,,20.89,19.47,18.5,16.4,15.5,15.15,14.62,14.4,12.74,9.46,true
T6,,,,21.85,20.32,17.68,17.88,,17.3,14.97,12.68,9.72,true
T0,,,,20.56,19.26,16.95,16.0,15.65,15.1,14.55,12.89,9.42,true
L6:,,,21.36,19.74,18.67,16.37,15.48,14.85,14.09,13.73,12.87,9.61,true
L0,20.69,18.74,16.38,14.93,13.97,12.09,11.39,10.91,10.61,10.34,9.88,8.95,true
L1,,,20.29,18.85,17.91,15.93,15.02,14.46,14.18,13.95,12.82,9.21,true
L2pec(red),,22.25,20.38,18.95,18.04,15.87,14.89,14.3,13.57,13.24,12.37,8.69,true
L0.5:,,20.56,18.05,16.51,15.51,13.53,12.81,12.35,,,,,true
T4,,,,20.53,18.89,16.34,15.85,15.37,15.38,14.3,12.86,9.64,true
L5pec,,,,20.81,19.56,17.75,16.97,16.52,15.36,15.02,12.43,9.6,true
L4,,,20.55,18.6,17.65,15.8,14.65,13.95,13.27,13.0,12.15,9.05,true
T0.5,,,,21.15,19.62,,,,15.39,14.94,12.67,9.09,true
T5,,,,,19.57,,,,16.71,14.63,12.18,8.76,true
T9,,,,20.55,19.18,16.48,16.24,16.89,15.3,12.35,10.7,8.37,true
T4.5,,,,19.93,18.28,15.84,15.57,15.43,15.39,13.92,12.36,9.37,true
L5,,21.42,19.57,17.7,16.62,14.56,13.82,13.47,12.86,12.53,12.11,9.23,true
L1pec(blue),,21.34,18.79,17.19,16.25,14.46,13.79,13.5,13.06,12.8,11.98,8.49,true
L2.5,,,20.26,18.93,18.0,15.83,14.79,14.32,13.4,13.15,12.6,8.95,true
L1.5:,,20.49,18.13,16.53,15.58,13.65,12.88,12.4,12.11,11.87,12.29,8.33,true
L5,,21.84,20.08,18.21,17.17,15.1,14.05,13.53,12.88,12.56,12.13,9.55,true
T6,,,,,20.01,17.53,17.57,17.08,17.87,14.79,11.98,8.97,true
T2,,,,20.19,18.63,16.47,15.42,15.48,14.77,13.96,12.92,9.41,true
L5,,20.16,18.23,16.35,15.37,13.29,12.41,11.85,11.18,10.91,10.29,9.0,true
T3.5,,,,20.3,18.68,16.34,15.95,15.48,15.75,14.54,12.47,8.64,true
T5.5,,,,20.14,18.26,15.81,15.65,15.56,14.79,13.35,11.66,9.05,true
T2.5,,,,19.77,18.12,16.02,15.22,14.68,14.61,13.78,12.13,9.24,true
